Authorized Date,Posted Date,Status,Account Name,Description,Primary Category,Detailed Category,Amount
2025-09-04,2025-09-05,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-52.03
2025-09-04,2025-09-05,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-2.29
2025-09-03,2025-09-03,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-758.00
2025-09-03,2025-09-03,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,758.00
2025-09-03,2025-09-03,Posted,Checking - 9631,Transfer to Savings,Transfers,Other transfers,-302.00
2025-09-03,2025-09-03,Posted,Savings - 7571,Transfer From Checking,Transfers,Other transfers,302.00
2025-09-03,2025-09-03,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-1451.95
2025-09-03,2025-09-03,Posted,Checking - 9631,Bilt,Transfers,Other transfers,-1451.95
2025-09-03,2025-09-03,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,1451.95
2025-09-03,2025-09-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,LA Fitness,Health & wellness,Fitness,-39.99
2025-09-03,2025-09-04,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-37.70
2025-09-03,2025-09-03,Posted,Personal Profile,Puritt Golf,Entertainment,Events & recreation,-76.00
2025-09-03,2025-09-03,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,25.00
2025-09-02,2025-09-02,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-20.21
2025-09-02,2025-09-02,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-09-02,2025-09-02,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,20.21
2025-09-02,2025-09-02,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,175.00
2025-09-02,2025-09-02,Posted,Checking - 9631,Bilt,Transfers,Other transfers,-2.49
2025-09-02,2025-09-04,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-14.60
2025-09-01,2025-09-01,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,149.00
2025-09-01,2025-09-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-8.00
2025-09-01,2025-09-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-6.90
2025-09-01,2025-09-03,Posted,Prime Visa ***6239,Microsoft,Entertainment,Games,-22.05
2025-08-31,2025-08-31,Posted,Savings - 7571,Interest,Income,Other income,15.26
2025-08-31,2025-08-31,Posted,Travel ***7571,Interest,Income,Other income,3.18
2025-08-31,2025-08-31,Posted,Build Your Life ***7571,Interest,Income,Other income,0.07
2025-08-31,2025-08-31,Posted,Shopping ***7571,Interest,Income,Other income,4.77
2025-08-31,2025-08-31,Posted,Checking - 9631,Interest,Income,Other income,0.17
2025-08-31,2025-08-31,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Five Guys,Food & drink,Restaurants & bars,-22.42
2025-08-31,2025-08-31,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,The Clubhouse At G,Food & drink,Restaurants & bars,-7.67
2025-08-31,2025-08-31,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Wilson Harding Mungolf,Health & wellness,Fitness,-8.00
2025-08-30,2025-08-30,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-100.00
2025-08-30,2025-08-30,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,100.00
2025-08-30,2025-08-30,Posted,Checking - 9631,Zelle,Other,Other,-100.00
2025-08-30,2025-08-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Jiffy Lube,Transportation,Car services,-61.86
2025-08-29,2025-08-29,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-08-29,2025-08-29,Posted,Checking - 9631,Costco,Shopping,Other shopping,-62.19
2025-08-29,2025-08-30,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-15.00
2025-08-29,2025-08-29,Posted,Personal Profile,P2P Transfer,Income,Wages,205.00
2025-08-29,2025-08-31,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-121.80
2025-08-28,2025-08-28,Posted,Checking - 9631,Wells Fargo Bilt Mastercard,Transfers,Other transfers,-3356.07
2025-08-28,2025-08-29,Posted,Blue Cash Preferred® ***1009,Smart & Final,Food & drink,Groceries,-11.99
2025-08-28,2025-08-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,First Class Vending,Food & drink,Other food & drink,-4.10
2025-08-27,2025-08-27,Posted,Savings - 7571,Direct Deposit,Income,Other income,2289.42
2025-08-27,2025-08-27,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-3400.00
2025-08-27,2025-08-27,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,3400.00
2025-08-27,2025-08-27,Posted,Personal Profile,P2P Transfer,Income,Wages,25.00
2025-08-27,2025-08-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bitter Root Hayden,Shopping,Gifts,-72.00
2025-08-27,2025-08-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,ACH,Debt payments,Credit card payments,3356.07
2025-08-27,2025-08-28,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-42.63
2025-08-27,2025-08-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,First Class Vending,Food & drink,Other food & drink,-4.10
2025-08-26,2025-08-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bolt.eud,Shopping,Gifts,-35.57
2025-08-26,2025-08-26,Posted,Personal Profile,Adam Greger Wifiringrenters,Insurance,Other insurance,-39.31
2025-08-26,2025-08-26,Posted,Personal Profile,Connor Grady Part Of Nate's Golf,Entertainment,Events & recreation,-20.00
2025-08-26,2025-08-26,Posted,Personal Profile,Devin Oosterhouse Golf Pool,Entertainment,Events & recreation,-10.00
2025-08-26,2025-08-26,Posted,Personal Profile,P2P Transfer,Income,Wages,55.00
2025-08-25,2025-08-25,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,1.00
2025-08-24,2025-08-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Scholl,Health & wellness,Fitness,-9.00
2025-08-24,2025-08-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Baja Catch & Grill,Food & drink,Restaurants & bars,-16.02
2025-08-24,2025-08-25,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-91.64
2025-08-24,2025-08-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Guardian Renewal,Insurance,Other insurance,-25.75
2025-08-23,2025-08-23,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,150.00
2025-08-23,2025-08-23,Posted,Personal Profile,Venmo,Transfers,Account transfers,150.00
2025-08-23,2025-08-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,DoorDash,Food & drink,Restaurants & bars,-27.42
2025-08-23,2025-08-23,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,175.00
2025-08-23,2025-08-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Sherman Oaks C00,Entertainment,Other entertainment,-11.11
2025-08-23,2025-08-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Marco Luna Newcastle Partners CA,Services,Other services,-12.00
2025-08-23,2025-08-23,Posted,Personal Profile,Venmo,Transfers,Account transfers,25.00
2025-08-23,2025-08-23,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,150.00
2025-08-22,2025-08-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-250.00
2025-08-22,2025-08-23,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-25.59
2025-08-21,2025-08-22,Posted,Blue Cash Preferred® ***1009,Spotify,Entertainment,Music & audio,-11.99
2025-08-21,2025-08-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,First Class Vending,Food & drink,Other food & drink,-4.10
2025-08-20,2025-08-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF*SCHOLLCANYON,Health & wellness,Fitness,54.49
2025-08-20,2025-08-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bolt.eud,Shopping,Gifts,-23.45
2025-08-19,2025-08-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Scholl,Health & wellness,Fitness,-217.96
2025-08-18,2025-08-18,Posted,Checking - 9631,American Express,Transfers,Other transfers,-491.11
2025-08-18,2025-08-18,Posted,Checking - 9631,Chase Credit Card,Transfers,Other transfers,-1810.52
2025-08-18,2025-08-18,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Caltrila,Health & wellness,Fitness,-47.49
2025-08-17,2025-08-18,Posted,Prime Visa ***6239,Amazon Prime,Services,Digital services,-16.45
2025-08-17,2025-08-18,Posted,Blue Cash Preferred® ***1009,United Pacific,Transportation,Other transportation,-38.37
2025-08-17,2025-08-17,Posted,Blue Cash Preferred® ***1009,Apple,Transfers,Other transfers,-2.99
2025-08-17,2025-08-18,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-18.87
2025-08-16,2025-08-16,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,River View Golf,Health & wellness,Fitness,-68.00
2025-08-16,2025-08-16,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,River View Golf,Health & wellness,Fitness,-24.09
2025-08-16,2025-08-16,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,River View Golf,Health & wellness,Fitness,-6.56
2025-08-15,2025-08-15,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-492.00
2025-08-15,2025-08-15,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,492.00
2025-08-15,2025-08-15,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-1810.00
2025-08-15,2025-08-15,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,1810.00
2025-08-15,2025-08-15,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-08-15,2025-08-15,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-08-15,2025-08-16,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-9.63
2025-08-15,2025-08-15,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bacio di Latte,Food & drink,Other food & drink,-8.95
2025-08-15,2025-08-15,Posted,Prime Visa ***6239,Credit Card Payment,Transfers,Loans & cash advances,1810.52
2025-08-15,2025-08-15,Posted,Blue Cash Preferred® ***1009,Credit Card Payment,Debt payments,Credit card payments,491.11
2025-08-15,2025-08-16,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-26.56
2025-08-14,2025-08-14,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Brennan's Marina Del Reca,Food & drink,Restaurants & bars,-21.20
2025-08-13,2025-08-13,Posted,Savings - 7571,Direct Deposit,Income,Other income,2289.42
2025-08-12,2025-08-13,Posted,Blue Cash Preferred® ***1009,Smart & Final,Food & drink,Groceries,-18.99
2025-08-12,2025-08-13,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-34.68
2025-08-12,2025-08-14,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-55.95
2025-08-10,2025-08-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Steam Games,Entertainment,Other entertainment,-10.49
2025-08-09,2025-08-10,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-51.20
2025-08-08,2025-08-08,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,107.17
2025-08-07,2025-08-07,Posted,Checking - 9631,Venmo,Transfers,Other transfers,-360.00
2025-08-07,2025-08-08,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-24.13
2025-08-07,2025-08-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Hiho Mdr,Food & drink,Restaurants & bars,-25.24
2025-08-07,2025-08-07,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,107.17
2025-08-06,2025-08-06,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-460.00
2025-08-06,2025-08-06,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,460.00
2025-08-06,2025-08-06,Posted,Blue Cash Preferred® ***1009,Chevron,Transportation,Gas & EV charging,-42.06
2025-08-06,2025-08-06,Posted,Personal Profile,Gia Lee Anniversary Getaway 🩷,Travel,Hotels,-360.00
2025-08-06,2025-08-08,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-27.94
2025-08-05,2025-08-05,Posted,Checking - 9631,Aidvantage,Transfers,Other transfers,-357.00
2025-08-05,2025-08-05,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-257.51
2025-08-05,2025-08-05,Posted,Checking - 9631,Los Angeles Department of Water & Power,Transfers,Other transfers,-321.51
2025-08-05,2025-08-05,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,257.51
2025-08-05,2025-08-06,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-32.60
2025-08-04,2025-08-04,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-421.00
2025-08-04,2025-08-04,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,421.00
2025-08-04,2025-08-04,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-22.05
2025-08-04,2025-08-04,Posted,Checking - 9631,PayPal,Transfers,Other transfers,-22.05
2025-08-04,2025-08-04,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,22.05
2025-08-04,2025-08-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-2.49
2025-08-04,2025-08-05,Posted,Blue Cash Preferred® ***1009,Disney+,Entertainment,Movies & TV,-16.99
2025-08-04,2025-08-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-1450.00
2025-08-03,2025-08-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,MOOYAH,Food & drink,Restaurants & bars,-26.69
2025-08-03,2025-08-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,LA Fitness,Health & wellness,Fitness,-39.99
2025-08-03,2025-08-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,76 Fuel,Transportation,Gas & EV charging,-3.79
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Jersey Mike's Subs,Food & drink,Restaurants & bars,-18.46
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Shell,Transportation,Other transportation,-1.49
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,TAP,Travel,Other travel,-657.11
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Diablo Hills Golf Course,Health & wellness,Fitness,-188.00
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Ls Buchanan Fields Go,Food & drink,Groceries,-23.00
2025-08-02,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Lakechabotgc,Entertainment,Events & recreation,-16.00
2025-08-01,2025-08-01,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-23.60
2025-08-01,2025-08-01,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-08-01,2025-08-01,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,23.60
2025-08-01,2025-08-01,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-25.00
2025-08-01,2025-08-01,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-08-01,2025-08-01,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,25.00
2025-08-01,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-10.66
2025-08-01,2025-08-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,ARCO,Transportation,Gas & EV charging,-9.48
2025-07-31,2025-07-31,Posted,Savings - 7571,Interest,Income,Other income,14.41
2025-07-31,2025-07-31,Posted,Build Your Life ***7571,Interest,Income,Other income,0.07
2025-07-31,2025-07-31,Posted,Shopping ***7571,Interest,Income,Other income,2.46
2025-07-31,2025-07-31,Posted,Travel ***7571,Interest,Income,Other income,1.64
2025-07-31,2025-07-31,Posted,Checking - 9631,Interest,Income,Other income,0.15
2025-07-30,2025-07-30,Posted,Savings - 7571,Direct Deposit,Income,Other income,2289.42
2025-07-30,2025-07-30,Posted,Checking - 9631,Venmo,Transfers,Other transfers,-98.75
2025-07-30,2025-07-31,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-161.29
2025-07-30,2025-07-31,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-16.99
2025-07-30,2025-07-31,Posted,Blue Cash Preferred® ***1009,Smart & Final,Food & drink,Groceries,-12.49
2025-07-29,2025-07-30,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-48.62
2025-07-29,2025-07-29,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-4.94
2025-07-29,2025-07-29,Posted,Checking - 9631,Wells Fargo Bilt Mastercard,Transfers,Other transfers,-2217.20
2025-07-29,2025-07-29,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,4.94
2025-07-29,2025-07-29,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-100.00
2025-07-29,2025-07-29,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,100.00
2025-07-29,2025-07-29,Posted,Personal Profile,Riley Brewer Golf Glizzys Beers,Entertainment,Events & recreation,-98.75
2025-07-28,2025-07-28,Posted,Checking - 9631,ATM Withdrawal,Transfers,Cash withdrawals,-104.00
2025-07-28,2025-07-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-3.00
2025-07-28,2025-07-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-6.00
2025-07-28,2025-07-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cinemark Theatres,Entertainment,Movies & TV,-43.60
2025-07-28,2025-07-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-3.00
2025-07-27,2025-07-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-16.42
2025-07-26,2025-07-26,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-2250.00
2025-07-26,2025-07-26,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,2250.00
2025-07-26,2025-07-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,ACH,Debt payments,Credit card payments,2217.20
2025-07-26,2025-07-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Handel's Home Made Ice Cream,Food & drink,Restaurants & bars,-7.50
2025-07-26,2025-07-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-39.48
2025-07-25,2025-07-26,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-44.27
2025-07-25,2025-07-26,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-6.99
2025-07-24,2025-07-25,Posted,Blue Cash Preferred® ***1009,42108 3793 Usnorthridge,Transfers,Account transfers,-4.29
2025-07-24,2025-07-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Flowerstoreph Ph Makati,Shopping,Gifts,-21.12
2025-07-24,2025-07-25,Posted,Blue Cash Preferred® ***1009,USA Gasoline,Transportation,Gas & EV charging,-38.16
2025-07-23,2025-07-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Nayax,Food & drink,Restaurants & bars,-2.50
2025-07-23,2025-07-24,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-2.79
2025-07-22,2025-07-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-10.00
2025-07-21,2025-07-21,Posted,Personal Profile,Adam Greger Ring Renters Insurance,Insurance,Other insurance,-12.56
2025-07-21,2025-07-21,Posted,Personal Profile,Adam Greger July Internet Minus Putt,Entertainment,Gambling,-22.42
2025-07-21,2025-07-22,Posted,Blue Cash Preferred® ***1009,Spotify,Entertainment,Music & audio,-11.99
2025-07-21,2025-07-22,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-42.60
2025-07-20,2025-07-22,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-1452.63
2025-07-19,2025-07-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Benny Boy Brewing,Food & drink,Restaurants & bars,-9.88
2025-07-19,2025-07-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Benny Boy Brewing,Food & drink,Restaurants & bars,-17.56
2025-07-18,2025-07-18,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-07-17,2025-07-17,Posted,Blue Cash Preferred® ***1009,Apple,Transfers,Other transfers,-2.99
2025-07-17,2025-07-17,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Flowerstoreph Ph Makati,Shopping,Gifts,-22.94
2025-07-17,2025-07-20,Posted,Prime Visa ***6239,Amazon Prime,Services,Digital services,-16.45
2025-07-17,2025-07-18,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-79.40
2025-07-16,2025-07-16,Posted,Checking - 9631,Chase Credit Card,Transfers,Other transfers,-95.82
2025-07-16,2025-07-16,Posted,Checking - 9631,Direct Deposit,Income,Other income,1091.26
2025-07-16,2025-07-16,Posted,Savings - 7571,Direct Deposit,Income,Other income,4365.04
2025-07-16,2025-07-16,Posted,Checking - 9631,Transfer to Savings,Transfers,Other transfers,-1000.00
2025-07-16,2025-07-16,Posted,Savings - 7571,Transfer From Checking,Transfers,Other transfers,1000.00
2025-07-16,2025-07-16,Posted,Savings - 7571,Transfer to Savings,Transfers,Other transfers,-1500.00
2025-07-16,2025-07-16,Posted,Shopping ***7571,Transfer From Savings,Transfers,Other transfers,1500.00
2025-07-16,2025-07-16,Posted,Savings - 7571,Transfer to Savings,Transfers,Other transfers,-1000.00
2025-07-16,2025-07-16,Posted,Travel ***7571,Transfer From Savings,Transfers,Other transfers,1000.00
2025-07-16,2025-07-16,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-19.90
2025-07-16,2025-07-16,Posted,Checking - 9631,American Express,Transfers,Other transfers,-470.07
2025-07-16,2025-07-16,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,19.90
2025-07-16,2025-07-16,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-23.29
2025-07-15,2025-07-15,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-07-15,2025-07-15,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-560.00
2025-07-15,2025-07-15,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,560.00
2025-07-15,2025-07-15,Posted,Prime Visa ***6239,Credit Card Payment,Transfers,Loans & cash advances,95.82
2025-07-15,2025-07-15,Posted,Blue Cash Preferred® ***1009,Credit Card Payment,Debt payments,Credit card payments,470.07
2025-07-15,2025-07-16,Posted,Prime Visa ***6239,Xbox,Entertainment,Games,-55.14
2025-07-14,2025-07-14,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Foley's On The Green,Food & drink,Restaurants & bars,-26.05
2025-07-14,2025-07-14,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Lucky Louie Fish S,Food & drink,Restaurants & bars,-17.07
2025-07-14,2025-07-14,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Ls Meadow Park Golf,Health & wellness,Fitness,-60.67
2025-07-13,2025-07-13,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Chevron,Transportation,Gas & EV charging,-8.50
2025-07-13,2025-07-13,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Packwood Brewing Co,Food & drink,Restaurants & bars,-21.60
2025-07-12,2025-07-12,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Frisko Freeze,Food & drink,Restaurants & bars,-54.26
2025-07-12,2025-07-12,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,The Ice Cream Airs,Food & drink,Restaurants & bars,-34.98
2025-07-10,2025-07-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Los Angeles Airport,Transportation,Parking & tolls,-25.87
2025-07-10,2025-07-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-12.03
2025-07-09,2025-07-10,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-21.48
2025-07-09,2025-07-10,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-38.11
2025-07-08,2025-07-08,Posted,Checking - 9631,Costco,Food & drink,Groceries,-87.04
2025-07-08,2025-07-09,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-8.76
2025-07-07,2025-07-07,Posted,Checking - 9631,Aidvantage,Transfers,Other transfers,-355.00
2025-07-07,2025-07-07,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-07-07,2025-07-07,Posted,Personal Profile,James Ross May Utilities,Housing & utilities,Gas & electricity,-92.63
2025-07-07,2025-07-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-13.38
2025-07-07,2025-07-07,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,47.00
2025-07-07,2025-07-08,Posted,Blue Cash Preferred® ***1009,Northgate Market,Food & drink,Groceries,-13.13
2025-07-06,2025-07-06,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GrubHub,Food & drink,Restaurants & bars,-22.89
2025-07-05,2025-07-05,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-14.00
2025-07-04,2025-07-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-6.03
2025-07-04,2025-07-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Manhattan Beach Cr Manhattan Beaca,Food & drink,Restaurants & bars,-8.94
2025-07-04,2025-07-05,Posted,Blue Cash Preferred® ***1009,Disney+,Entertainment,Movies & TV,-16.99
2025-07-04,2025-07-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.27
2025-07-04,2025-07-06,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-75.88
2025-07-03,2025-07-03,Posted,Checking - 9631,PayPal,Transfers,Other transfers,-22.05
2025-07-03,2025-07-03,Posted,Personal Profile,James Ross April Utilities,Housing & utilities,Gas & electricity,-123.50
